Gloss,Portuguese_KOR,Korlai,Portuguese_DAM,Daman,Portuguese_DIU,Diu,Portuguese_SRL,Sri Lanka PT,Portuguese_KAN,Kannur,Portuguese_MAL,Malacca,Portuguese_MAC,Macau,Portuguese_TB,Tugu/Batavia,Portuguese_STG,Santiago CV,Portuguese_SAT,SantoAntão CV,Portuguese_SVC,SãoVicente CV,Portuguese_FOG,Fogo CV,Portuguese_BRV,Brava CV,Portuguese_STM,Santome,Portuguese_FDB,Fá d'Ambô,Portuguese_PRC,Principense,Portuguese_ANG,Angolar,Portuguese_GUI,Guinea Bissau,Portuguese_CAS,Casamancese,Iberian_PAP,Papiamento,Spanish_PAL,Palenquero,Spanish_CAV,CaviteChabacano,Spanish_TER,TernateChabacano,Spanish_ZAM,ZamboangaChabacano,French_KAR,Karipuna,French_LOU,Louisiana,French_GUY,Guianese,French_HAI,Haitian,French_GUA,Guadeloupean,French_MAR,Martinican,French_SLU,SaintLucian,French_MAU,Mauritian,French_REU,Réunionese,French_SEY,Seychellois
all,todu,tud,todu,tud,todu,tud,todu,tudu,todu,tudə,todu,tudu,todu,tudu,todu,tudu,tudu,tudu,todu,tud,todu,tudu,todu,tudu,todu,tudu,tudu,tudu,tudu,tudu,tudu,tudu,tudu,tudu,todu,tudu,todu,tudu,tudu,tuɾ,toðo,too,toðu,todu,toðu,todu,toðu,todu,tu,tut,tu,tu,tu,tut,tu,tu,tu,tut,tu,tut,tu,tut,tu,tu,tu,tu,tu,tu
and,i,ani,i,ku,i,ku,i,kum,i,kum,i,ku,i,e,,dan,kõ,ku,i,i,i,i,kõ,ku,kõ,ku,kõ,i,,a,i,i,i,ki,i,ɛ,i,i,i,i,i,i,i,i,i,i,i,i,e,ke,e,e,e,ke,e,e,avɛk,ɛk,avɛk,ɛk,avɛk,avɛk,avɛk,ek,e,,e,e
animal,ɐnimal,animal,ɐnimal,animal,ɐnimal,animal,ɐnimal,animaal,ɐnimal,animal,ɐnimal,animal,bitʃu,bitʃu,bitʃu,animal,bitʃu,bitʃu,bitʃu,bitʃ,ɐnimaɫ,ɐnimal,ɐlimaɾjɐ,limaɾjɐ,ɐlimaɾjɐ,limaɾjɐ,bitʃu,bisu,ɐlimaɾjɐ,limaja,ɐnimal,nimalɪ,ɐnimal,biθu,ɐlimaɾjɐ,limaɾia,ɐlimaɾjɐ,limariɟa,animal,animal,animal,,animal,animal,animal,animal,animal,animal,bɛt,bɛt,bɛt,betaj,bɛt,bɛt,bɛt,bɛt,bɛt,bɛt,bɛt,bet,dezanimo,zãnimo,dezanimo,zanimo,dezanimo,,dezanimo,zãnimo
ashes,sĩzɐ,sints,sĩzɐ,sĩz,sĩzɐ,sĩz,sĩzɐ,siinza,sĩzɐ,sinzə,sĩzɐ,sinza,sĩzɐ,,sĩzɐ,sindʒa,sĩzɐ,sĩsɐ,sĩzɐ,sĩz,sĩzɐ,sĩzɐ,sĩzɐ,sĩza,sĩzɐ,sĩza,sĩzɐ,ʃĩdʒa,sĩzɐ,ʃĩzɐ,sĩzɐ,ʃize,sĩzɐ,xĩdʒa,sĩzɐ,sĩsa,sĩzɐ,sĩsa,senisa,ʃiniʃa,senisa,,senisa,sinisa,senisa,sinisa,senisa,sinisa,sɑ̃dʀ,san,lasɑ̃dʀ,lasãn,sɑ̃dʀ,san,sɑ̃dʀ,sã,sɑ̃dʀ,sãn,sɑ̃dʀ,sãn,sɑ̃dʀ,sãn,lasɑ̃dʀ,lasan,sɑ̃dʀ,sã,lasɑ̃dʀ,lasã
at,nɐ,nə,nɐ,nə,pɛɾtudi,pɛɾtdə,dẽtɾu,ntu,dẽtɾu,,nɐ,na,nɐ,na,nɐ,,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,nɐ,ni,nɐ,ɛ̃,nɐ,na,nɐ,ni,nɐ,,nɐ,,nɐ,na,en,,en,na,en,na,en,na,la,la,la,a,la,la,la,a,a,a,paʀkote,pakote,a,a,la,a,la,,kote,kot
back,kɔstɐs,kɔs,kɔstɐs,kɔs,kɔstɐs,kɔs,kɔstɐs,kɔɔsta,kɔstɐs,kɔstə,kɔstɐs,kosta,kɔstɐs,kosta,kɔstɐs,kosta,kɔstɐs,kɔstɐ,kɔʃtɐʃ,kɔʃtɐ,kɔʃtɐʃ,kɔʃtɐ,kɔstɐs,kostɐ,kɔstɐs,kostɐ,ɐtɾaʃ,tlaʃi,lõbɐ,lɔ̃ba,ɐtɾaʃ,taːʃi,ɐtɾaʃ,nθusi,kɔstɐs,kosta,kɔstɐs,kosta,lõbɐ,lomba,espalda,,espalda,ispalda,tɾas,tɾas,atɾas,atɾas,do,do,lɑ̃vɛʀ,lanvɛɾ,do,do,do,dɔ,do,do,do,do,do,do,lədo,ledo,lədo,,lədo,ledo
bad,maw,maw,maw,maw,maw,mal,maw,maal,maw,mizəɾal,maw,mal,maw,maw,maw,mal,maw,mɔw,mal,mal,maw,maw,maw,maw,maw,maw,maw,ma,maw,maw,rwĩ,rwĩ,,buuku,maw,maw,maw,fedi,malu,malu,malo,malo,malu,malu,malu,malu,malu,mal,mal,mal,movɛ,move,mal,mal,movɛ,move,movɛ,move,movɛ,move,movɛ,move,movɛ,move,movɛ,,movɛ,movɛ
bark,aɾβorisuɐkaskɐ,albsukas,kaskɐ,kas,kaskɐ,kask,,paaʈa,aɾβorisuɐpɛli,ælvəɾisəpæli,kaskɐ,kaska,kaskɐ,,kaskɐ,kaski,kaskɐ,kaskɐ,kaʃkɐ,kaʃkɐ,ʀɐmu,ʀom,rɐmu,ɾamu,kaskɐdipaw,kaskɐdipo,kaskɐ,kaʃika,kaskɐ,xɔxa,,ukpaka,kaskɐ,kaʃka,kaʃkɐ,kaʃkɐ,kaʃkɐ,,kaska,kaska,koɾtesa,,koɾtesa,,koɾtesa,,koɾtesa,,lapo,lapo,lekɔʀs,lekɔrʃ,lapo,lapo,ekɔʀs,ekɔs,lapopjebwa,lapopjebwa,lapopjebwa,lapopjebwa,lapo,lapo,lekɔʀs,lekoɣs,po,po,lekɔʀs,lekɔɔs
because,,kaɾən,puɾke,puɾke,puɾke,pəɾke,,kiipasee,,swidə,kawzɐ,kawzu,pɾɐmɔdu,pɾamoɾdi,,akabida,pɾɐmɔdu,pɐmɔdi,puɾke,pke,puɾkɨ,puɾke,pɾɐmɔdu,pɐmɔdi,pɾɐmɔdu,pɐmɔdi,puɾke,pluke,puɾke,pɔke,puɾke,poke,,kõtuma,,pɐbiɐ,,pabiɟa,komo,komo,poɾke,pokke,poɾke,puɾkasa,kawsa,kasi,kawsa,kaj,paʀskə,pase,paʀskə,paɾske,paʀskə,paske,paʀskə,paskɛ,,padavɣe,paʀskə,pas,paʀskə,pas,lakoz,akoz,paʀskə,pask,akoz,akoz
belly,bɐrigɐ,bʰaɾig,bɐrigɐ,baɾig,bɐrigɐ,baɾig,bɐrigɐ,baɾiija,bɐrigɐ,baʀigə,bɐrigɐ,bariga,bɐrigɐ,bariga,bɐrigɐ,baɾiga,bɐrigɐ,bɐɾigɐ,bɐʀigɐ,beʀig,bɐʀigɐ,beʀigɐ,bɐrigɐ,bɐɾigɐ,bɐrigɐ,baɾigɐ,bɐrigɐ,bɛgɐ,bɐrigɐ,bɛga,bɐrigɐ,bwɛgɐ,bɐrigɐ,bɛgɐ,bɐrigɐ,bariga,bɐrigɐ,bariga,bariga,baɾika,bariga,baɾika,bariga,bariga,bariga,bahɾiga,bariga,bahɾiga,vɑ̃tʀ,van,vɑ̃tʀ,vãnt,vɑ̃tʀ,vãt,vɑ̃tʀ,vãt,budɛ̃,budɛ̃,budɛ̃,budɛ̃,budɛ̃,budɛ̃,vɑ̃tʀ,vãt,vɑ̃tʀ,vãt,vɑ̃tʀ,vãt
big,gɾɐ̃di,gɾan,gɾɐ̃di,gɾan,gɾɐ̃di,gɾan,gɾɐ̃di,gɾaandi,gɾɐ̃di,gɾandi,gɾɐ̃di,grandi,gɾɐ̃di,gɾa̜ndi,gɾɐ̃di,gɾandi,gɾɐ̃di,gɾɐ̃di,gɾɐ̃dɨ,gɾãŋd,gɾɐ̃dɨ,gɾãd,gɾɐ̃di,gɾãdi,gɾɐ̃di,gɾãdi,gɾɐ̃di,godo,gɾɐ̃di,ŋaandʒi,gɾɐ̃di,gani,gɾɐ̃di,ŋaj,gɾɐ̃dɨ,gaɾandɪ,gɾɐ̃dɨ,gaɾandi,gɾandi,gɾandi,gɾande,ngande,gɾandi,gɾandi,gɾandi,gɾandi,gɾandi,gɾandi,ɡʀo,gho,ɡʀɑ̃,gɾã,ɡʀɑ̃,gʁã,ɡʀɑ̃,gɣã,ɡʀɑ̃,gɣã,ɡʀɑ̃,gɣã,ɡʀɑ̃,gwo,ɡʀɑ̃,gɣã,ɡʀo,gʀo,ɡʀɑ̃,gɣã
bird,pasɐɾu,pas,pasɐɾu,pasaɾiɲ,pasɐɾiɲu,pasaɾiŋ,pasɐɾu,paastɾu,pasɐɾu,pastɾə,pasɐɾu,pastu,pasɐɾu,pastɾu,pasɐɾu,pastəɾ,pasɐɾu,pasu,pasɐɾu,pɔs,pasɐɾu,pɔs,pasɐɾu,pasu,pasɐɾu,pasu,bitʃudazɐ,bisudaza,pasɐɾu,paatu,pasɐɾu,pasu,,situ,pasɐɾu,pastru,pasɐɾu,pastur,paxaɾu,paɾa,paxaɾo,pahaɾo,paxaɾu,paharu,paxaɾu,paharu,paxaɾu,paharu,dezwazo,zozo,wazo,zwazo,dezwazo,zozo,lezwɛzo,zwezo,lezwɛzo,zwezo,lezwɛzo,zwezo,ʒibje,ʒibje,lezwazo,zozo,lezwazo,zwazo,lezwazo,zozo
bite,muɾdeɾ,muɾde,muɾdeɾ,muɾde,muɾdeɾ,muɾde,muɾdeɾ,muɾda,muɾdeɾ,muɾdɛ,muɾdeɾ,mudre,,katʃi,moɾdeɾ,moɾdi,moɾdeɾ,moɾdi,muɾdeɾ,moɾde,muɾdeɾ,moɾde,moɾdeɾ,moɾde,moɾdeɾ,moɾde,moɾdeɾ,mode,moɾdeɾ,mũda,moɾdeɾ,mode,moɾdeɾ,mode,muɾdeɾ,murdɪ,muɾdeɾ,moɾde,moɾdeɾ,moɾde,moɾðeɾ,,moɾðeɾ,muldi,moɾðeɾ,moɾde,moɾðeɾ,muɻde,mɔʀdʀ,mɔde,mɔʀdʀ,mɔɾd,mɔʀdʀ,mode,mɔʀdʀ,mɔde,mɔʀdʀ,mɔd,mɔʀdʀ,mode,mɔʀdʀ,mɔde,mɔʀdʀ,moɣde,mɔʀdʀ,mɔɔde,mɔʀdʀ,mɔɔd
black,pɾetu,pɾet,pɾetu,pɾet,pɾetu,pɾet,pɾetu,pɾɛɛtu,pɾetu,pɾetə,pɾetu,pretu,pɾetu,pɾetu,pɾetu,pɾetu,pɾetu,pɾɛtu,pɾetu,pɾet,pɾetu,pɾet,pɾetu,pɾetu,pɾetu,pɾetu,pɾetu,plɛtu,pɾetu,pɛɛtu,pɾetu,pɛɛtu,pɾetu,pɛɛtu,pɾetu,pɾɛtu,pɾetu,pretu,pɾetu,pɾetu,pɾjetu,pɾjeto,negɾu,negɾu,pɾjetu,pɾjetu,negɾu,negɾu,nwɛʀ,nwɛ,nwaʀ,nwaɾ,nwɛʀ,nwɛ,nwaʀ,nwa,nwaʀ,nwɛ,nwaʀ,nwɛ,nwaʀ,nwɛ,nwaʀ,nwaɣ,nwaʀ,nwaa,nwaʀ,nwaa
blood,sɐ̃ɡi,sajŋ,sɐ̃ɡi,sajŋ,sɐ̃ɡi,saŋ,sɐ̃ɡi,saangi,sɐ̃ɡi,sangi,sɐ̃ɡi,saŋgi,sɐ̃ɡi,sangui,sɐ̃ɡi,saŋgi,sɐ̃ɡi,sɐ̃gi,sɐ̃ɡɨ,sẽŋg,sɐ̃ɡɨ,sãg,sɐ̃ɡi,sãgi,sɐ̃ɡi,sãgi,sɐ̃ɡi,sɐ̃gi,sɐ̃ɡi,sɐ̃gi,sɐ̃ɡi,sɐ̃gɪ,sɐ̃ɡi,θɐ̃gɪ,sɐ̃ɡɨ,sangui,sɐ̃ɡɨ,,saŋgɾi,saŋəɾ,,pola,saŋgɾi,saŋgɾi,saŋgɾi,saŋgɾi,saŋgɾi,saŋgɾi,dysɑ̃,dʒisã,sɑ̃,sã,dysɑ̃,disã,sɑ̃,sã,sɑ̃,sã,sɑ̃,sã,sɑ̃,sã,dysɑ̃,disã,sɑ̃,sã,dysɑ̃,ɟisã
blow,supɾaɾ,supɾa,supɾaɾ,supɾa,ɐsupɾaɾ,asupɾa,supɾaɾ,sufɾaa,supɾaɾ,supɾa,supɾaɾ,sufra,supɾaɾ,supɾa̹,supɾaɾ,supɾa,supɾaɾ,sɔpɾɐ,supɾaɾ,sopɾa,supɾaɾ,sopɾa,supɾaɾ,sopɾɐ,supɾaɾ,sopɾɐ,sopɾaɾ,sɔpla,,fofo,sopɾaɾ,sɔpa,sopɾaɾ,θɔpa,supɾaɾ,supra,supɾaɾ,supra,soplaɾ,supla,soplaɾ,,soplaɾ,,soplaɾ,supla,soplaɾ,supla,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,sufle,,sufle,sufle
bone,osu,os,osu,os,osu,os,osu,oosu,osu,osə,osu,osu,osu,,osu,osu,osu,osu,osu,os,osu,os,osu,osu,osu,osu,osu,ɔsɔ,osu,ɔsɔ,osu,ɔsu,osu,ɔsɔ,osu,ɔs,osu,wos,wesu,wesu,weso,,wesu,wesu,wesu,wesu,wesu,wesu,dezɔs,zo,dezɔs,dezo,ɔs,,dezɔs,zo,dezɔs,zo,dezɔs,zo,dezɔs,zo,lezɔs,lezo,lezɔs,zo,lezɔs,lezo
breast,pejtu,pejt,pejtu,pet,pejtu,pet,pejtu,peetu,pejtu,petə,pejtu,petu,pejtu,,pejtu,mama,pejtu,petu,pejtu,,pejtu,,pejtu,mamɐ,pejtu,,pejtu,petu,pejtu,,pejtu,pɛna,pejtu,,pejtu,pitu,pejtu,pitu,petʃu,petʃu,petʃo,,petʃu,petʃu,petʃu,petʃu,petʃu,petʃu,pwatʀin,pothin,sɛ̃,sɛ̃,pwatʀin,potʁin,pwatʀin,,tɛt,tete,tɛt,tete,tɛt,tete,tɛt,tete,tɛt,tete,tɛt,tete
breathe,,suskaɾtuma,respiɾaɾ,ɾeʃpɾa,respiɾaɾ,,respiɾaɾ,,respiɾaɾ,,puʃaɾbafu,pusabafu,puʃaɾbafu,,puʃaɾbafu,,daɾfolegu,da folgu,ʀɨʃpiɾaɾ,,ʀɨʃpiɾaɾ,,daɾfolegu,,daɾfolegu,,daɾfolegu,,daɾfolegu,,daɾfolegu,,daɾfolegu,,rɨʃpiɾaɾ,rɨʃpiɾɐ,rɨʃpiɾaɾ,,respiɾaɾ,ɾespiɾa,respiɾaɾ,,respiɾaɾ,ɾisulja,respiɾaɾ,risulja,respiɾaɾ,,ʀɛspiʀe,,ʀɛspiʀe,ɾɛspiɾe,ʀɛspiʀe,,sufle,sufle,ʀɛspiʀe,ɣespiɣe,ʀɛspiʀe,ɣespiɣe,ʀɛspiʀe,wespiwe,ʀɛspiʀe,ɣespiɣe,ʀɛspiʀe,,ʀɛspiʀe,ɣespiɣe
burn,kejmaɾ,kima,kejmaɾ,kima,kejmaɾ,kima,kejmaɾ,kimaa,kejmaɾ,kima,kejmaɾ,kema,kejmaɾ,kima̹,kejmaɾ,kima,kejmaɾ,kemɐ,,psi,kejmaɾ,kema,kejmaɾ,kemɐ,kejmaɾ,kemɐ,kejmaɾ,kɛma,kejmaɾ,kama,kejmaɾ,kɛma,kejmaɾ,kɛma,kejmaɾ,kɛmɐ,kejmaɾ,,kejmaɾ,kima,kemaɾ,,kemaɾ,kima,kemaɾ,kema,kemaɾ,kima,bʀyle,bule,bʀyle,bɾule,bʀyle,bule,bʀyle,bule,bʀyle,bɣile,bʀyle,bɣile,bʀyle,bwile,bʀyle,bɣile,bʀyle,bʀile,bʀyle,bɣile
child,kɾiɐ̃sɐ,kɾijãs,kɾiɐ̃sɐ,kɾijãs,kɾiɐ̃sɐ,kɾiãs,kɾiɐ̃sɐ,kɾijansa,kɾiɐ̃sɐ,kɾijansə,kɾiɐ̃sɐ,krensa,kɾiɐ̃sɐ,kjansa,fiʎu,filu,mininu,mininu,mɨninu,mnin,mɨninu,mnin,mininu,mininu,mininu,mininu,ɐ̃ʒu,ɐ̃zu,ɐ̃ʒu,ɐ̃nzu,ɐ̃ʒu,ɐ̃zu,ɐ̃ʒu,ɐ̃ðu,mɨninu,mininu,ɐ̃ʒu,aɲɟu,mutʃatʃu,mutʃa,,mona,kɾiatuɾa,kɾatuɾa,kɾiatuɾa,kɾijatuɾa,kɾiatuɾa,anak,pətimɔ̃d,tʃimun,pəti,piti,pəti,piti,pətimɔ̃d,timun,,cimamaj,,cimãmaj,,mãmaj,lezɑ̃fɑ̃,zãfã,lezɑ̃fɑ̃,zãfã,pəti,pici
cloud,,ɖʰəg,nuβẽ,nuʋ,nuβẽ,nuʋ,nuβẽs,nooʋis,,mekham,nuβẽs,nubis,nuβẽs,,nuβẽs,nuves,nɛβwɐ,nɛbwɐ,nuvẽ,neva,nuvẽ,nuvẽ,nuβẽ,nuvi,nuβẽ,nubẽ,nuβẽ,novi,nuβẽ,novi,nuβẽ,novi,,mbɔsi,nuβẽ,nuvẽ,nuβẽs,nubis,nuβi,nubia,nuβe,nube,nuβi,nubi,,ulan,nuβi,,nɥaʒ,nwaʒ,nɥaʒ,nuaʒ,nɥaʒ,nijaʒ,nɥaʒ,nwaʒ,nɥaʒ,nijaʒ,nɥaʒ,nijaʒ,nɥaʒ,nwaʒ,nɥaʒ,ɲaz,nɥaʒ,njaz,nɥaʒ,njaz
cold,fɾiw,fɾiw,fɾiw,fɾi,fɾiw,fɾi,fɾiw,fɾiiju,fɾiw,fɾiw,fɾiw,friw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾi,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fjo,fɾiw,fiu,fɾiw,fjo,fɾiw,fio,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾiw,fɾio,,fɾiw,pɾiju,fɾiw,pɾiju,fɾiw,pɾiw,fʀwɛ,fwɛ,fʀwɛ,fɾe,fʀwɛ,fʁɛ,fʀwɛ,fwɛt,fʀwɛ,fwɛt,fʀwɛ,fwɛt,fʀwɛ,fwɛt,fʀwɛ,fɣe,fʀwɛ,fʀe,fʀwɛ,fɣe
come,βiɾ,ʋi,βiɾ,ʋi,βiɾ,ʋi,βiɾ,ʋii,βiɾ,ʋi,βiɾ,beŋ,βiɾ,veŋ,βiɾ,bi,βẽ,bẽ,vẽ,ben,viɾ,bẽ,βẽ,bẽ,βẽ,bẽ,βiɾ,bi,βiɾ,bi,βiɾka,vika,βiɾka,bi,βẽ,bĩŋ,βẽ,beŋ,beniɾ,bini,beniɾ,mini,beniɾ,beni,beniɾ,bini,ʎeɣaɾ,liga,vəniʀ,vin,vəniʀ,vini,vəniʀ,vini,vəniʀ,vin,vəniʀ,vini,vəniʀ,vini,vəniʀ,vini,vəniʀ,vini,vəniʀ,vnii,vəniʀ,vini
correct,diɾejtu,dɾɛtuɾ,diɾejtu,dɾet,diɾejtu,dɾet,diɾejtu,dɾetu,diɾejtu,,diɾejtu,retu,ʒustu,ʒustu,diɾejtu,dɾetu,sɛɾtu,sɛɾtu,diɾejtu,dɾet,diɾejtu,dɾetu,direjtu,dɾetu,direjtu,dɾetu,sɛɾtu,sɛtu,sɛɾtu,,sɛɾtu,,sɛɾtu,,diɾejtu,sɛɾtu,diɾejtu,,korectu,koɾekto,korecto,,xustu,hustu,,tupaw,xustu,hustu,ʒyst,ʒis,kɔʀɛkt,koɾɛk,ʒyst,ʒist,ʀezɔ̃,ɣezõ,kɔʀɛkt,koɣɛk,kɔʀɛkt,koɣek,kɔʀɛkt,kɔwek,ʀɛzɔ̃,ɣezõ,ʀɛzɔ̃,,kɔʀɛkt,koɣek
count,kõtaɾ,kota,kõtaɾ,konta,kõtaɾ,kõta,kõtaɾ,kontaa,kõtaɾ,konte,kõtaɾ,konta,kõtaɾ,konta̹,kõtaɾ,,kõtaɾ,kõtɐ,kõtaɾ,kõnta,kõtaɾ,kõta,kõtaɾ,kõta,kõtaɾ,kõta,kõtaɾ,kõta,kõtaɾ,xɔ̃ta,kõtaɾ,kõta,kõtaɾ,kɔ̃ta,kõtaɾ,kontɐ,kõtaɾ,konte,kontaɾ,konta,kontaɾ,ngwenda,kontaɾ,kunta,kontaɾ,konta,kontaɾ,kunta,kɔ̃te,kõnt,kɔ̃te,kõte,kɔ̃te,kõnte,kɔ̃te,kõte,kɔ̃te,kɔ̃te,kɔ̃te,kɔ̃te,kɔ̃te,kɔ̃te,kɔ̃te,kõte,kɔ̃te,,kɔ̃te,kɔ̃te
cut,koɾtaɾ,koɾta,koɾtaɾ,koɾta,koɾtaɾ,koɾta,koɾtaɾ,koɾtaa,koɾtaɾ,kɔɾta,koɾtaɾ,korta,koɾtaɾ,koɾta̜,,ɾapa,koɾtaɾ,koɾtɐ,kuɾtaɾ,koɾta,kuɾtaɾ,koɾta,koɾtaɾ,koɾta,koɾtaɾ,koɾta,koɾtaɾ,kɔta,koɾtaɾ,kuuta,koɾtaɾ,kɔta,koɾtaɾ,kɔta,koɾtaɾ,kɔrtɐ,koɾtaɾ,korta,koɾtaɾ,kɔɾta,koɾtaɾ,kotta,koɾtaɾ,kulta,koɾtaɾ,koɾta,koɾtaɾ,kuɻta,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,kupe,,kupe,kupe
day,diɐ,di,diɐ,di,diɐ,di,diɐ,diija,diɐ,dijə,diɐ,dia,diɐ,dja,diɐ,dia,diɐ,diɐ,diɐ,diɐ,diɐ,diɐ,diɐ,dia,diɐ,dia,diɐ,dʒa,diɐ,dʒja,diɐ,dja,diɐ,dja,diɐ,diɐ,diɐ,diɟa,dia,dia,dia,ɾia,dia,dia,dia,dija,dia,dia,ʒuʀ,ʒu,ʒuʀ,ʒuɾ,ʒuʀ,ʒu,ʒuʀ,ʒu,laʒuʀne,laʒunɛ̃,laʒuʀne,laʒunɛ̃,ʒuʀ,ʒu,ləʒuʀ,lizuɣ,ʒuʀ,zuuʀ,ləʒuʀ,lizuu
die,mureɾ,mhuɾe,mɐtaɾ,mata,mureɾ,muɾe,mureɾ,muɾa,mureɾ,muʀe,mureɾ,mure,mureɾ,more,mureɾ,moɾe,mureɾ,mɔɾi,muʀeɾ,mʀe,muʀeɾ,moʀe,mureɾ,moɾe,mureɾ,moɾe,mureɾ,mole,mureɾ,mole,mureɾ,mwe,mureɾ,mwe,mureɾ,murɪ,mureɾ,more,moɾiɾ,muɾi,moɾiɾ,moɾi,moɾiɾ,muɾi,moɾiɾ,muɾi,moɾiɾ,muɾi,muʀiʀ,muhi,muʀiʀ,muɾi,muʀiʀ,muʁi,muʀiʀ,muɣi,mɔʀ,mɔ,mɔʀ,mɔ,mɔʀ,mɔ,mɔʀ,moɣ,mɔʀ,mɔɔ,mɔʀ,mɔɔ
dig,kɐβaɾ,kaʋa,kɐβaɾ,kaʋa,fɐzeɾbuɾaku,fazebuɾak,fẽdeɾ,kindee,,gəʋətə,,kore,koreɾ,,,gabuɾta,kɐβaɾ,kɔbɐ,kɐvaɾ,kɐva,kɐvaɾ,kava,kɐβaɾ,koba,kɐβaɾ,koba,kɐβaɾ,kɔbɔ,,gɔlɔ,kɐβaɾ,kava,,vina,kɐβaɾ,kɔbɐ,kɐβaɾ,koba,kaβaɾ,koba,kaβaɾ,,,aseukaj,,asepala,kaβaɾ,,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,fuje,,fuje,fuje
dirty,suʒu,sudʒ,suʒu,sudʒ,suʒu,sudʒ,suʒu,sudʒo,suʒu,sudʒi,suʒu,suzu,suʒu,suzu,suʒu,sudʒu,suʒu,ʃuʃu,suʒu,ʃuʃ,suʒu,ʃuʒ,suʒu,suʒu,suʒu,suʒu,suʒu,suzu,suʒu,sũzu,suʒu,suzu,suʒu,θuðu,suʒu,susu,suʒu,susu,susju,suʃi,susjo,,susju,susju,susju,susju,susju,masusju,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,sal,,sal,sal
dog,kɐ̃w̃,kãw,kɐ̃w̃,kãw,kɐ̃w̃,kãw,kɐtʃoru,katʃoɾu,kɐtʃoru,katʃoɾ,kɐtʃoru,katʃoru,kɐtʃoru,katʃo̹ɾu,kɐtʃoru,katʃoɾ,kɐtʃoru,kɐtʃɔɾ,kɐtʃoru,kotʃoɾ,kɐtʃoru,kɐtʃɔʀ,kɐtʃoru,katʃo,kɐtʃoru,katʃoɾ,kɐtʃoru,kaso,kɐtʃoru,xasooloo,kɐtʃoru,kaso,kɐtʃoru,kaθo,kɐtʃoru,kɐtʃoɾ,kɐtʃoru,kacor,katʃoru,katʃo,pero,peɾo,peru,peru,peru,pehru,peru,peʰru,ʃjɛ̃,ʃɛ̃,ʃjɛ̃,ʃjẽ,ʃjɛ̃,ʃjẽ,ʃjɛ̃,ʃẽ,ʃjɛ̃,ʃjɛ̃,ʃjɛ̃,ʃjɛ̃,ʃjɛ̃,ʃjɛ̃,ləʃjɛ̃,lisjẽ,ʃjɛ̃,sjɛ̃,ləʃjɛ̃,lisjɛ̃
drink,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,beʋa,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,bebi,bebeɾ,bebi,bɨbeɾ,bebe,bɨbeɾ,bibe,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,bebe,bebeɾ,bɛɛbɛɛ,bebeɾ,bebe,bebeɾ,bebe,bɨbidɐ,bibidɐ,bebeɾ,bebe,bebeɾ,bebe,beβeɾ,,tomaɾ,tuma,tomaɾ,bebe,tomaɾ,tuma,bwɑʀ,bwɛ,bwɑʀ,bwa,bwɑʀ,bwɛ,bwɑʀ,bwɛ,bwɑʀ,bwɛ,bwɑʀ,bwɛ,bwɑʀ,bwɛ,bwɑʀ,bwaɣ,bwɑʀ,bwaa,bwɑʀ,bwaa
dry,seku,sek,seku,sek,seku,sek,seku,sɛɛku,seku,sækə,seku,seku,seku,seku,seku,seku,seku,sɛku,seku,sɛk,seku,sek,seku,sɛku,seku,seku,seku,seku,seku,seku,seku,seku,seku,θɛku,seku,sɛku,seku,seku,seku,seku,seko,,seku,seku,seku,seku,seku,seku,sɛk,sɛk,sɛk,sɛk,sɛk,sɛk,sɛʃ,ʃɛʃ,sɛʃ,sɛk,sɛʃ,sɛk,sɛʃ,sɛk,sɛk,sek,sɛk,sɛk,sɛk,sek
dull,botu,bʰoʈəl,botu,buntu,botu,,,bɾɔm,ɐgudɐnɐ̃w̃tẽ,agudənutɛ̃,ɐgudɐnɐ̃w̃tẽ,,ɐgudɐnɐ̃w̃tẽ,,ɐgudɐnɐ̃w̃tẽ,,sɛgu,sɛgu,sɛgu,sɛg,sɛgu,sɛg,sɛgu,sɛgu,sɛgu,sɛgu,ɐgudɐnõtẽ,,ɐgudɐnõtẽ,,ɐgudɐnõtẽ,,ɐgudɐnõtẽ,,botu,,botu,,botu,bɔt,romo,,noagudo,noagudo,,pulpul,,dumpul,ʀɔ̃,hõ,ebʀeʃe,bɾeʃe,ʀɔ̃di,,pafile,pafile,pafile,,pafile,,pafile,pafile,pakupbjɛ̃,pakupbjẽ,pakupbjɛ̃,,pakupbjɛ̃,
