Gloss,Class (Bowern 2007),Portuguese,Spanish,French,Korlai,Source Korlai,Daman,Source Daman,Diu,Source Diu,Sri Lanka PT,Source Sri Lanka PT,Kannur,Source Kannur,Malacca,Source Malacca,Macao,Source Macau,Tugu/Batavia,Source Tugu/Batavia,Santiago CV,Source Santiago CV,Santo Antão CV,Source Santo Antão CV,São Vicente CV,Source São Vicente CV,Fogo CV,Source Fogo CV,Brava CV,Source Brava CV,Santome,Source Santome CV,Fá d'Ambô,Source Fá d'Ambô,Principense,Source Principense,Angolar,Source Angolar,Guinea Bissau,Source Guinea Bissau,Casamancese,Source Casamancese,Papiamento,Source Papiamento,Palenquero,Source Palenquero,Cavite Chabacano,Source Cavite Chabacano,Ternate Chabacano,Source Ternate Chabacano,Zamboanga Chabacano,Source Zamboanga Chabacano,Karipuna,Source Karipuna,Guianese,Source Guianese,Louisiana,Source Louisiana,Haitian,Source Haitian,Guadeloupean,Source Guadeloupean,Martinican,Source Martinican,Saint Lucian,Source Saint Lucian,Mauritian,Source Mauritian,Réunionese,Source Réunionese,Seychellois,Source Seychellois
mother,human,mɐ̃j̃,madre,mɛʁ,maj,Clements2011,maj,Clements2011,mãj,Clements2012,maj,Clements2012,maj,Clements2012,maj,BaxterSilva2004,mɐj,FernandesBaxter2001,maj,Maurer2011,mɐj,Quint1998,mẽ,Baptista2019,mɐ̃j,Swolkien2015,ma,Baptista2019,maj,Baptista2019,mama,AraujoHagemeijer2013,mãj̃,HagemeijerMaurer-CecchiniSegorbe2020,mwĩ,Araujo2012,mama,Bandeira2017,mamɛ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,mamɛ,Biagui2012,mama,JacobsHoyer2018,magɾe,Schwegler1996,madɾi,Diccionario2008,madɾi,Sippola2011,nana,DeCastro2019,mãmã,Tobler 1983,mãmã,Barthèlemi 2007,momã,Valdman et al. 1999,mãmã,Wittmann 1973,mãmã,Barbotin & Tourenux 2000,mãmã,Confiant 2007,mãmã,Mondesir 1992,mama,Wittmann 1973,mãmã,Staudacher-Valliamee 2001,mãmã,"Michaelis, Rosalie & Muhme 2009"
mountain,environment,mõtɐɲɐ,montaña,mɔ̃taɲ,sɛrgran,Clements2011,montaɲ,Clements2011,,,montaɲa,Clements2012,montaɲə,Clements2012,montaɲa,BaxterSilva2004,,,monti,Maurer2011,mũti,Quint1998,mõnt,Baptista2019,mõt,Baptista2019,mũti,Tavares2020,mõti,Baptista2019,oke,Cosme2014,iki,Cosme2014,okje,Cosme2014,lõde,Cosme2014,mõtaɲɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,seɾu,Quint2000,montaɲa,Patiño2002,monti,Diccionario2008,monti,Sippola2011,monti,DeCastro2019,mõtãj,Carvalho et al. 2022,mõtãɲ,Barthèlemi 2007,mõtãɲ,Valdman et al. 1999,mɔn,Wittmann 1973,mɔ̃taj,Barbotin & Tourenux 2000,mɔ̃taj,Confiant 2007,mɔ̃tãj,Frank 2001,mõtãj,Wittmann 1973,mɔ̃tã,Baker 1982,mɔ̃tã,Baker 1982
mouth,body part,bokɐ,boca,buʃ,bok,Clements2011,bok,Clements2011,bok,Clements2012,boːka,Clements2012,bɔkə,Clements2012,boka,BaxterSilva2004,bɔka,FernandesBaxter2001,boka,Maurer2011,bɔkɐ,Quint1998,bɔka,Baptista2019,bɔka,Baptista2019,bɔka,Baptista2019,bɔka,Baptista2019,bɔkɐ,Bandeira2017,boxa,Bandeira2017,ubukɐ,Araujo2012,bokɐ,Bandeira2017,bokɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,boka,Biagui2012,boka,Quint2000,boka,Schwegler2000,boka,Diccionario2008,boka,Sippola2011,boka,DeCastro2019,buʃ,Tobler 1983,buʃ,Barthèlemi 2007,buʃ,Valdman et al. 1999,buʃ,Wittmann 1973,ɟol,Barbotin & Tourenux 2000,buʃ,Confiant 2007,buʃ,Frank 2001,labus,Wittmann 1973,bus,Baker 1982,labus,Baker 1982
name,human,nɔmɨ,nombre,nɔ̃,nom,Clements2011,nom,Clements2011,nom,Clements2012,nɔːmi,Clements2012,nɔmi,Clements2012,nomi,BaxterSilva2004,nome,FernandesBaxter2001,nomi,Maurer2011,nɔmi,Quint1998,nom,Baptista2019,nɔm,Baptista2019,nɔmi,Baptista2019,nɔmi,Baptista2019,nɔmi,AraujoHagemeijer2013,namu,HagemeijerMaurer-CecchiniSegorbe2020,nɔmi,Araujo2012,nɔmi,Cosme2014,nɔmi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,nomi,Biagui2012,nɔmbəɾ,Quint2000,,,nombɾi,Diccionario2008,nombɾi,Sippola2011,nombɾi,DeCastro2019,nõ,Tobler 1983,nõ,Barthèlemi 2007,nõ,Valdman et al. 1999,nõ,Wittmann 1973,nɔ̃,Barbotin & Tourenux 2000,nɔ̃,Confiant 2007,nɔ̃ ,Frank 2001,nõ,Wittmann 1973,nɔ̃,Baker 1982,nɔ̃,Baker 1982
narrow,adjective,ʃtɾejtu,"estrecho, angosto",etʁwa,tʃũntʃ,Clements2011,estɾet,Clements2011,,,istɾeːtu,Clements2012,idungija,Clements2012,gapidu,BaxterSilva2004,finu,FernandesBaxter2001,apeɾtadu,Maurer2011,peɾtadu,Quint1998,stɾet,Baptista2019,ʃtɾet,Baptista2019,stɾetu,Baptista2019,stɾetu,Baptista2019,fĩfi,AraujoHagemeijer2013,,,tʃɛkɛtʃɛkɛ,Araujo2012,,,,,,,smal,JacobsHoyer2018,aŋgoto,Mercado2026,istɾetʃu,Diccionario2008,istɾetʃu,Sippola2011,,,sehe,Carvalho et al. 2022,etʁɛt,Barthèlemi 2007,etɾwa,Valdman et al. 1999,etwat,Wittmann 1973,etwɛt,Barbotin & Tourenux 2000,etwet,Confiant 2007,etwet,Mondesir 1992,seɣe,Wittmann 1973,,,etɣwat,"Michaelis, Rosalie & Muhme 2009"
near,adjective,pɛɾtu,cerca,pʁɛ,pɛɾt,Clements2011,pɛɾt,Clements2011,pɛɾt,Clements2012,pɛːɾtu,Clements2012,pɛɾtə,Clements2012,pertu,BaxterSilva2004,peɾtu,FernandesBaxter2001,peɾtu,Maurer2011,pɛɾtu,Quint1998,peɾt,Baptista2014,pɛɾt,Baptista2019,peɾtu,Baptista2019,peɾtu,Baptista2019,pɛtu,Bandeira2017,pɛːtu,Bandeira2017,pɛtu,Araujo2012,pɛtu,Bandeira2017,pɛɾtu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pertu,Biagui2012,seɾka,JacobsHoyer2018,sekka,Dieck2000,seɾka,Diccionario2008,seɾka,Sippola2011,seɻka,DeCastro2019,phɔʃ,Tobler 1983,oʁa,Barthèlemi 2007,kote,Valdman et al. 1999,pɣe,Wittmann 1973,tupɣe,Barbotin & Tourenux 2000,tupɣe,Confiant 2007,pwe,Mondesir 1992,pɣe,Wittmann 1973,pjɔɔs,Staudacher-Valliamee 2001,pɣe,"Michaelis, Rosalie & Muhme 2009"
neck,body part,pɨʃkosu,cuello,ku,biskos,Clements2011,gaɾgãt,Clements2011,,,piskoːs,SilvaTrigo2022,piskos,Clements2012,garganta,BaxterSilva2004,,,piskosu,Maurer2011,piskɔs,Quint1998,peskos,Baptista2019,peskos,Baptista2019,piskos,Tavares2020,piskos,Baptista2019,klɔ̃klɔ,AraujoHagemeijer2013,gotʃi,HagemeijerMaurer-CecchiniSegorbe2020,koto,Araujo2012,sĩgo,Bandeira2017,gɐrgɐ̃tɨ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,nɛk,Quint2000,pekweso,Mercado2026,peskwesu,Diccionario2008,kwelju,Sippola2011,peskwesu,DeCastro2019,gɔʒ,Tobler 1987,goʁʒ,Barthèlemi 2007,ku,Valdman et al. 1999,ku,Wittmann 1973,ku,Barbotin & Tourenux 2000,ku,Confiant 2007,ku,Frank 2001,liku,Wittmann 1973,ku,Baker 1982,liku,Baker 1982
new,adjective,novu,nuevo,"nuvo, nœf",nob,Clements2011,noʋ,Clements2011,noʋ,Clements2012,noːʋ,Clements2012,nɔʋə,Clements2012,nubu,BaxterSilva2004,novu,FernandesBaxter2001,nobu,Maurer2011,nɔbu,Quint1998,nov,Baptista2014,nov,Baptista2019,nɔbu,Tavares2020,nobu,Baptista2019,nɔvu,AraujoHagemeijer2013,nɔvu,Cosme2014,nɔvu,Araujo2012,nɔvu,Cosme2014,nobu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,nobu,Biagui2012,nobo,Quint2000,nwebo,Hancock1975,nwebu,Diccionario2008,nwebu,Sippola2011,nwebu,DeCastro2019,nɔv,Tobler 1983,nɔv,Barthèlemi 2007,nuvo,Valdman et al. 1999,nuvo,Wittmann 1973,nuvo,Barbotin & Tourenux 2000,dɛnje,Confiant 2007,"nɛf, nivo",Frank 2001,nuvo,Wittmann 1973,nev,Baker 1982,nef,Baker 1982
night,time,nojtɨ,noche,nɥi,anot,Clements2011,anot,Clements2011,nojt,Clements2012,anoːti,Clements2012,nojti,Clements2012,anuti,BaxterSilva2004,ano̹te,FernandesBaxter2001,anoti,Maurer2011,noti,Quint1998,not,Baptista2014,dnot,Baptista2019,noti,Baptista2019,noti,Baptista2019,notʃi,Bandeira2017,notʃi,Bandeira2017,unotʃi,Araujo2012,noti,Bandeira2017,nojtɨ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,noti,Biagui2012,notʃi,Quint2000,notʃe,Hancock1975,notʃi,Diccionario2008,notʃi,Sippola2011,notʃi,DeCastro2019,nwit,Tobler 1983,lanwi,Barthèlemi 2007,nwit,Valdman et al. 1999,nwit,Wittmann 1973,lãnuit,Barbotin & Tourenux 2000,lãnwit,Confiant 2007,lãnɥit,Frank 2001,lanwi,Wittmann 1973,nwit,Baker 1982,lanwit,Baker 1982
nose,body part,nɐɾiʃ,nariz,ne,naɾis,Clements2011,naɾis,Clements2011,naɾis,Clements2012,naːɾis,Clements2012,naɾis,Clements2012,naris,BaxterSilva2004,naɾiz,FernandesBaxter2001,naɾis,Maurer2011,nɐɾis,Quint1998,neɾis,Baptista2019,neɾiʃ,Baptista2019,nɐɾis,Tavares2020,naɾis,Baptista2019,liʃi,Bandeira2017,liʃi,Bandeira2017,iriʃɪ,Araujo2012,lisɪ,Bandeira2017,naris,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,naris,Biagui2012,naniʃi,Quint2000,naɾise,Hancock1975,naɾis,Diccionario2008,naɾis,Sippola2011,naɾis,DeCastro2019,ne,Tobler 1987,nẽ,Barthèlemi 2007,ne,Valdman et al. 1999,ne,Wittmann 1973,nɛ̃,Barbotin & Tourenux 2000,nɛ̃,Confiant 2007,ne,Frank 2001,nene,Wittmann 1973,ne,Baker 1982,nɛ̃nɛ̃,Baker 1982
not,quant,nɐ̃w̃,no,pɑ,nu,Clements2012,nun,Clements2012,nã,Clements2012,na,Clements2012,na,Clements2012,ŋka,BaxterSilva2004,noŋ,FernandesBaxter2001,na,Maurer2011,kɐ,Quint1998,n,Baptista2014,kɐ,Swolkien2015,kɐ,Tavares2020,kɐ,Baptista2019,inɔ,AraujoHagemeijer2013,koma,HagemeijerMaurer-CecchiniSegorbe2020,kumɐ,Araujo2012,wa,Cosme2014,naw,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,naw,Biagui2012,no,Quint2000,nu,Schwegler2000,no,Diccionario2008,no,Sippola2011,no,DeCastro2019,nõ,Tobler 1983,nõ,Barthèlemi 2007,pa,Valdman et al. 1999,pa,Wittmann 1973,pa,Barbotin & Tourenux 2000,pa,Confiant 2007,pa,Frank 2001,pa,Wittmann 1973,pa,Baker 1982,pa,Baker 1982
old,adjective,vɛʎu,viejo,vjø,ʋɛl,Clements2011,ʋɛʎ,Clements2011,ʋɛj,Clements2012,ʋɛːj,Clements2012,ʋæli,Clements2012,belu,BaxterSilva2004,velu,FernandesBaxter2001,belu,Maurer2011,bedʒu,Quint1998,vej,Baptista2014,bedʒ,Swolkien2015,bɛdʒu,Baptista2019,bɛdʒu,Baptista2019,vɛ,Bandeira2017,vɛ,Bandeira2017,vɛ,Araujo2012,vɛ,Bandeira2017,bediʊ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,beɟu,Biagui2012,biew,JacobsHoyer2018,bjeho,Hancock1975,bjehu,Diccionario2008,bjehu,Sippola2011,bjehu,DeCastro2019,vje,Tobler 1983,vje,Barthèlemi 2007,vje,Valdman et al. 1999,vje,Wittmann 1973,vie,Barbotin & Tourenux 2000,vje,Confiant 2007,vie,Mondesir 1992,vie,Wittmann 1973,vje,Stein 1984,vje,"Michaelis, Rosalie & Muhme 2009"
one,quant,ũ,uno,œ̃,ũ,Clements2011,ũ,Clements2011,ũ,Clements2012,uŋa,Clements2012,uŋa,Clements2012,ŋwa,BaxterSilva2004,uŋa,FernandesBaxter2001,uŋ,Maurer2011,ũ,Quint1998,ũ,Baptista2014,ũ,Baptista2019,ũ,Baptista2019,ũ,Baptista2019,ũa,Bandeira2017,ũ,Bandeira2017,ũa,Araujo2012,ũa,Bandeira2017,ũ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,unsoɲ,Biagui2012,ũ,Quint2000,un,Schwegler2000,unu,Diccionario2008,una,Sippola2011,un,DeCastro2019,wũ,Tobler 1983,un,Barthèlemi 2007,ẽn,Valdman et al. 1999,jun,Wittmann 1973,jɔ̃n,Barbotin & Tourenux 2000,jɔ̃n,Confiant 2007,jõn,Frank 2001,ẽ,Wittmann 1973,ɛ̃,Baker 1982,ɛ̃,Baker 1982
other,quant,owtɾu,otro,otʁ,majzũ,Clements2012,ot,Clements2011,ot,Clements2012,oːtɾu,Clements2012,otɾə,Clements2012,ɔːtu,BaxterSilva2004,otɾuŋa,FernandesBaxter2001,otəɾ,Maurer2011,otu,Quint1998,ot,Baptista2014,ot,Baptista2019,otu,Baptista2019,otu,Baptista2019,otlo,AraujoHagemeijer2013,utulu,HagemeijerMaurer-CecchiniSegorbe2020,otu,Araujo2012,pɔbi,Cosme2014,otɾu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,wutur,Biagui2012,otɾo,JacobsHoyer2018,uto,Schwegler2000,otɾu,Diccionario2008,otɾu,Sippola2011,otɾu,DeCastro2019,wɔt,Tobler 1983,wot,Barthèlemi 2007,dɔt,Valdman et al. 1999,zɔt,Wittmann 1973,lot,Barbotin & Tourenux 2000,lot,Confiant 2007,lɔt,Mondesir 1992,lot,Wittmann 1973,dot,Staudacher-Valliamee 2001,lot,"Michaelis, Rosalie & Muhme 2009"
play,human verb,ʒugaɾ,jugar,ʒwe,biɾka,Clements2012,bɾinka,Clements2012,bɾĩka,Clements2012,bɾinka,Clements2012,bɾinkə,Clements2012,briŋka,BaxterSilva2004,brinka̜,FernandesBaxter2001,bɾiŋka,Maurer2011,dʒugɐ,Quint1998,ʒga,Baptista2019,bɾĩka,Swolkien2015,dʒuga,Baptista2019,ʒuga,Baptista2019,flɔga,AraujoHagemeijer2013,fuːga,HagemeijerMaurer-CecchiniSegorbe2020,fɔga,Araujo2012,fɔga,Bandeira2017,tɔkɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bɾiŋka,Biagui2012,uŋa,JacobsHoyer2018,hugwa,Mercado2026,huga,Diccionario2008,huga,Sippola2011,huga,DeCastro2019,ʒue,Tobler 1983,ʒwe,Barthèlemi 2007,ʒwe,Valdman et al. 1999,ʒwe,Wittmann 1973,ʒwe,Barbotin & Tourenux 2000,ʒwe,Confiant 2007,ʒwe,Mondesir 1992,zwe,Wittmann 1973,zwe,Stein 1984,zwe,"Michaelis, Rosalie & Muhme 2009"
pull,transfer,puʃaɾ,"tirar de, jalar, halar",tiʁe,puʃa,Clements2011,puʃa,Clements2011,,,pusaː,Clements2012,pwisɛ,Clements2012,pusa,BaxterSilva2004,ela̹,FernandesBaxter2001,pusa,Maurer2011,puʃɐ,Quint1998,pʃa,Baptista2014,pʃa,Baptista2019,puʃa,Baptista2019,puʃa,Baptista2019,saja,Bandeira2017,sɛa,Bandeira2017,saː,Araujo2012,sie,Bandeira2017,dʒũndɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ɟunda,Biagui2012,ala,JacobsHoyer2018,tila,Mercado2026,ila,Diccionario2008,tiɾa,Sippola2011,ala,DeCastro2019,hale,Tobler 1983,tiʁe,Barthèlemi 2007,hale,Valdman et al. 1999,tiɣe,,ɣale,Barbotin & Tourenux 2000,ɣale,Confiant 2007,tiwe,Mondesir 1992,ɣise,Wittmann 1973,ʀale,Stein 1984,ciɣe,"Michaelis, Rosalie & Muhme 2009"
push,transfer,ẽpuʀaɾ,empujar,puse,loʈu,Clements2011,empuʀa,Clements2011,atəɾa,Clements2012,taɭɭi,Clements2012,puʃɛ,Clements2012,tola,BaxterSilva2004,,,,,pĩtʃɐ,Quint1998,ĩŋpuʀa,Baptista2019,ĩpuʀa,Baptista2019,pĩtʃa,Baptista2019,pĩtʃa,Baptista2019,pĩsa,Bandeira2017,piza,Bandeira2017,pĩsa,Araujo2012,sikia,Bandeira2017,pĩtʃɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,piɲca,Biagui2012,puʃa,JacobsHoyer2018,lempuha,Mercado2026,impuha,Diccionario2008,tula,Sippola2011,puha,Camins1999,puse,Tobler 1983,puse,Barthèlemi 2007,puse,Valdman et al. 1999,puse,Wittmann 1973,buɣe,Barbotin & Tourenux 2000,buɣe,Confiant 2007,puse,Mondesir 1992,puse,Wittmann 1973,puus,Staudacher-Valliamee 2001,puse,"Michaelis, Rosalie & Muhme 2009"
rain,environment,ʃuvɐ,lluvia,plɥi,tʃu,Clements2011,tʃu,Clements2011,tʃuʋ,Clements2012,tʃuːʋa,Clements2012,tʃuʋə,Clements2012,tʃwa,BaxterSilva2004,tʃuva,FernandesBaxter2001,tʃua,Maurer2011,tʃubɐ,Quint1998,tʃuvɐ,Baptista2014,tʃuvɐ,Swolkien2015,tʃubɐ,Tavares2020,tʃobe,Baptista2019,subɐ,Bandeira2017,ʃuva,Bandeira2017,usuvɐ,Araujo2012,θubɐ,Bandeira2017,tʃubɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,coba,Biagui2012,awaseɾu,Quint2000,jubja,Doval&Reyes2012,agwaseɾu,Diccionario2008,agwaseɾu,Sippola2011,ulan,DeCastro2019,lapli,Tobler 1983,lapli,Barthèlemi 2007,lapli,Valdman et al. 1999,pli,Wittmann 1973,lapli,Barbotin & Tourenux 2000,lapli,Confiant 2007,lapli,Frank 2001,lapli,Wittmann 1973,lapli,Baker 1982,lapli,Baker 1982
red,colour,vɨɾmeʎu,rojo,ʁuʒ,biɾmel,Clements2011,enkəɾnad,Clements2011,vɛɾmej,Clements2012,bɾumaːj,Clements2012,bɾəmɛl,Clements2012,brumilu,BaxterSilva2004,venelu,FernandesBaxter2001,,,buɾmedʒu,Quint1998,veɾmej,Baptista2019,bɾumedʒ,Baptista2019,bɾumedʒu,Baptista2019,bɾumedʒu,Baptista2019,vleme,Bandeira2017,vɛmɛju,Bandeira2017,veme,Araujo2012,veme,Bandeira2017,burmejʊ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,burmeɟu,Biagui2012,kɔɾa,Quint2000,koɾoɾa,Hancock1975,kuluɾaw,Diccionario2008,kuleɾaw,Sippola2011,kuluɾaw,DeCastro2019,huʒ,Tobler 1983,,,ɾuʒ,Valdman et al. 1999,ɣuʒ,Wittmann 1973,wuʒ,Barbotin & Tourenux 2000,wuʒ,Confiant 2007,wuʒ,Frank 2001,ɣuz,Wittmann 1973,ʀuz,Baker 1982,ɣuz,Baker 1982
right,adjective,diɾejtɐ,derecha,dʁwat,mãwdɾet,Clements2012,laddɾet,Clements2012,laddɾet,Clements2012,mandɾetu,Clements2012,,,dretu,BaxterSilva2004,dɾetu,FernandesBaxter2001,dɾetu,Maurer2011,diɾetɐ,Quint1998,dɾet,Baptista2019,dɾet,Baptista2019,dɾetu,Baptista2019,dɾetu,Baptista2019,dletu,Bandeira2017,dɛːta,Bandeira2017,detu,Bandeira2017,detu,Bandeira2017,diɾejtɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,dɾetʃi,JacobsHoyer2018,deɾetʃa,Dieck2000,deɾetʃu,Diccionario2008,deɾetʃu,Ocampo1947,diɾetʃa,DeCastro2019,dhɛt,Tobler 1983,dʁɛt,Barthèlemi 2007,dɾwa,Valdman et al. 1999,dwat,Wittmann 1973,dwɛt,Barbotin & Tourenux 2000,dwet,Confiant 2007,dwɛt,Mondesir 1992,dɣwat,Wittmann 1973,dʀɛt,,dɣwat,"Michaelis, Rosalie & Muhme 2009"
river,environment,ʀiw,río,ʁivjɛʁ,ɾʱibeɾ,Clements2012,ʀi,Clements2011,ɾi,Clements2012,ɾiːʋ,Clements2012,,,riw,BaxterSilva2004,,,ɾiu,Maurer2011,ɾiw,Baptista2019,ɾiw,Baptista2019,ɾiw,Baptista2019,ɾiw,Baptista2019,ɾiw,Baptista2019,jo,Bandeira2017,lubɛla,Bandeira2017,orjo,Araujo2012,ojo,Bandeira2017,riw,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,ɾiw,JacobsHoyer2018,ɾio,BickertonEscalante1970,riw,Diccionario2008,riju,Sippola2011,riw,DeCastro2019,lahivje,Tobler 1983,laʁivje,Barthèlemi 2007,ɾivjɛ,Valdman et al. 1999,laɣivjɛ,Wittmann 1973,laɣivjɛ,Barbotin & Tourenux 2000,laɣivjɛ,Confiant 2007,larivjɛ,Mondesir 1992,laɣivjeɣ,Wittmann 1973,,,laɣivjɛɛ,"Michaelis, Rosalie & Muhme 2009"
road,environment,kɐmiɲu,camino,ʁut,kami,Clements2011,kamiɲ,Clements2011,kamiŋ,Clements2012,kamiːm,Clements2012,kamiɲə,Clements2012,rua,BaxterSilva2004,ɾua,FernandesBaxter2001,kamiɲu,Maurer2011,stɾadɐ,Quint1998,stɾada,Baptista2019,ʃtɾadɐ,Baptista2019,stɾadɐ,Baptista2019,stɾadɐ,Baptista2019,kamja,Bandeira2017,xamĩu,Bandeira2017,kumĩ,Araujo2012,mɔdja,Bandeira2017,kɐmiɲu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kamiɲu,Biagui2012,kaminda,Quint2000,kaje,Schwegler2000,kaminu,Diccionario2008,kaminu,Sippola2011,kaminu,DeCastro2019,ʃimẽ,Tobler 1987,ʃimẽ,Barthèlemi 2007,ʃmẽ,Valdman et al. 1999,ʃemẽ,Wittmann 1973,ʃimɛ̃,Barbotin & Tourenux 2000,ʃimɛ̃,Confiant 2007,ʃimɛ̃,Mondesir 1992,simẽ,Wittmann 1973,semɛ̃,Baker 1982,semɛ̃,Baker 1982
root,environment,ʀɐiʃ,raíz,ʁasin,ɾʰajs,Clements2011,ʀajz,Clements2011,ɾaiz,Clements2012,ɾɛzə,Clements2012,ɾoːt,Clements2012,rais,BaxterSilva2004,,,ɾais,Maurer2011,ɾɐis,Quint1998,ɾeis,Baptista2019,ɾeiʃ,Baptista2019,ɾais,Baptista2019,ɾais,Baptista2019,lɛʒi,AraujoHagemeijer2013,lɛze,Cosme2014,rɛʒi,Araujo2012,ndatʃi,Cosme2014,ɾaiʃ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,ɾais,Quint2000,,,reis,Diccionario2008,reis,Sippola2011,reis,DeCastro2019,hasin,Tobler 1987,ʁasin,Barthèlemi 2007,ɾasin,Valdman et al. 1999,ɣasin,Wittmann 1973,ɣasin,Barbotin & Tourenux 2000,ɣasin,Confiant 2007,wsin,Frank 2001,ɣasin,Wittmann 1973,ʀasin,Baker 1982,ɣasin,Baker 1982
rope,tool,kɔɾdɐ,cuerda,kɔʁd,kɔɾd,Clements2011,kɔɾd,Clements2011,kɔɾd,Clements2012,kɔːɾda,Clements2012,kɔɾdə,Clements2012,kodra,BaxterSilva2004,koɾda,FernandesBaxter2001,koɾda,Maurer2011,kɔɾdɐ,Quint1998,kɔɾdɐ,Baptista2019,kɔɾda,Baptista2019,kɔɾdɐ,Baptista2019,kɔɾdɐ,Baptista2019,kɔdɔ,Bandeira2017,xɔːdɔ,Bandeira2017,kwaː,Araujo2012,kɔdɔ,Bandeira2017,kɔɾdɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,korda,Biagui2012,liɲa,JacobsHoyer2018,,,mikati,Diccionario2008,mikati,Sippola2011,,,kɔd,Tobler 1983,kɔʁd,Barthèlemi 2007,kɔɾd,Valdman et al. 1999,kɔd,Wittmann 1973,kɔd,Barbotin & Tourenux 2000,kɔd,Confiant 2007,kɔd,Mondesir 1992,lakoɣd,Wittmann 1973,kɔɔd,Staudacher-Valliamee 2001,lakɔɔd,"Michaelis, Rosalie & Muhme 2009"
rotten,adjective,podɾɨ,podrido,puʁi,pod,Clements2011,pod,Clements2011,pod,Clements2012,poːdɾi,Clements2012,apodɾə,Clements2012,podri,BaxterSilva2004,amiz,FernandesBaxter2001,fedeɾ,Maurer2011,podɾi,Quint1998,podɾ,Baptista2019,podɾ,Baptista2019,podɾi,Baptista2019,podɾi,Baptista2019,pɔdlɛ,AraujoHagemeijer2013,,,pode,Araujo2012,,,podɾi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,putɾi,JacobsHoyer2018,,,pudɾidu,Diccionario2008,bolok,Sippola2011,bulug,Camins1999,puhi,Tobler 1983,puʁi,Barthèlemi 2007,puɾi,Valdman et al. 1999,puɣi,Wittmann 1973,puɣi,Barbotin & Tourenux 2000,puɣi,Confiant 2007,puwi,Mondesir 1992,puɣi,Wittmann 1973,,,puɣi,"Michaelis, Rosalie & Muhme 2009"
